Period,Minutes,Seconds,playerId,playerName,typeId,outcome,x,y,xGOT,xG,Game,Date,Team,Type,Opposition,Season,Competition,Player
Second Half,68,33,18j7roevxlr1v3hkoyh91gljo,T. Mokobodi,13,1,70.3,48.7,0.0,0.0206287801265716,Marumo Gallants vs Sekhukhune United - 1:2,2025-03-12,Marumo Gallants,Miss,Sekhukhune United,2024/25,Premier Soccer League,Thapelo Mokobodi
Second Half,69,24,d33kby8ha36utynhflznazfu1,V. Mncube,15,1,88.0,44.0,0.0,0.2082557082176208,Marumo Gallants vs Sekhukhune United - 1:2,2025-03-12,Sekhukhune United,Saved,Marumo Gallants,2024/25,Premier Soccer League,Vusimuzi Mncube
Second Half,71,26,bed9819gb6a0krihid52efml0,D. Msendami,15,1,93.3,41.9,0.1483816802501678,0.0960839688777923,Marumo Gallants vs Sekhukhune United - 1:2,2025-03-12,Marumo Gallants,Saved,Sekhukhune United,2024/25,Premier Soccer League,Daniel Msendami
Second Half,75,43,bed9819gb6a0krihid52efml0,D. Msendami,13,1,81.1,38.0,0.0,0.0525997281074523,Marumo Gallants vs Sekhukhune United - 1:2,2025-03-12,Marumo Gallants,Miss,Sekhukhune United,2024/25,Premier Soccer League,Daniel Msendami
Second Half,80,45,8kxhyiqp1osk7gyby1oxx4kb9,D. Manaka,13,1,89.8,48.9,0.0,0.0608825422823429,Marumo Gallants vs Sekhukhune United - 1:2,2025-03-12,Marumo Gallants,Miss,Sekhukhune United,2024/25,Premier Soccer League,Diala Manaka
Second Half,82,8,bfx80csm6tgv23cgnop1i5yxg,R. Prins,13,1,89.3,52.3,0.0,0.0448414720594882,Marumo Gallants vs Sekhukhune United - 1:2,2025-03-12,Marumo Gallants,Miss,Sekhukhune United,2024/25,Premier Soccer League,Rewaldo Prins
Second Half,85,44,1h7svgxlzbp2cy45wavujmlex,S. Mbule,13,1,93.8,49.6,0.0,0.2879112064838409,Marumo Gallants vs Sekhukhune United - 1:2,2025-03-12,Sekhukhune United,Miss,Marumo Gallants,2024/25,Premier Soccer League,Sipho Mbule
Second Half,89,46,18j7roevxlr1v3hkoyh91gljo,T. Mokobodi,15,1,90.5,40.1,0.0,0.1693580895662307,Marumo Gallants vs Sekhukhune United - 1:2,2025-03-12,Marumo Gallants,Saved,Sekhukhune United,2024/25,Premier Soccer League,Thapelo Mokobodi
Second Half,93,16,7icppg67luld470pco2oynfxm,C. Ohizu,16,1,97.1,52.1,0.9944483041763306,0.9128112196922302,Marumo Gallants vs Sekhukhune United - 1:2,2025-03-12,Sekhukhune United,Goal,Marumo Gallants,2024/25,Premier Soccer League,Chibuike Ohizu
First Half,0,23,8f44k9y7y59r3biuv37r4134k,T. Moremi,13,1,93.4,36.4,0.0,0.0640734657645225,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Miss,TS Galaxy,2024/25,Premier Soccer League,Tshepang Moremi
First Half,11,42,38tfl8yz4672r3gtski9bmled,D. Zajmović,15,1,88.3,41.1,0.2299253642559051,0.1515091508626938,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,TS Galaxy,Saved,AmaZulu FC,2024/25,Premier Soccer League,Dženan Zajmović
First Half,11,44,38tfl8yz4672r3gtski9bmled,D. Zajmović,13,1,93.3,26.2,0.0,0.0332120545208454,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,TS Galaxy,Miss,AmaZulu FC,2024/25,Premier Soccer League,Dženan Zajmović
First Half,12,40,9wprncwg9o26sf22terywepuy,E. Kambindu,15,1,93.7,41.7,0.1936267465353012,0.2135613709688186,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Elmo Kambindu
First Half,15,21,343hpynl1906zsmrj9q294bmd,K. Dolly,15,1,74.4,54.0,0.2502534687519073,0.0442559272050857,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,TS Galaxy,Saved,AmaZulu FC,2024/25,Premier Soccer League,Keagan Dolly
First Half,17,54,9wprncwg9o26sf22terywepuy,E. Kambindu,15,1,96.6,58.2,0.5325073599815369,0.1002222821116447,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Elmo Kambindu
First Half,23,23,343hpynl1906zsmrj9q294bmd,K. Dolly,15,1,86.2,61.2,0.1683330535888672,0.1346038281917572,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,TS Galaxy,Saved,AmaZulu FC,2024/25,Premier Soccer League,Keagan Dolly
First Half,23,25,38tfl8yz4672r3gtski9bmled,D. Zajmović,13,1,84.9,55.8,0.0,0.0843766704201698,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,TS Galaxy,Miss,AmaZulu FC,2024/25,Premier Soccer League,Dženan Zajmović
First Half,29,19,38tfl8yz4672r3gtski9bmled,D. Zajmović,16,1,84.0,44.6,0.348509281873703,0.0580491870641708,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,TS Galaxy,Goal,AmaZulu FC,2024/25,Premier Soccer League,Dženan Zajmović
First Half,34,35,3aii421u9weon4qinauzcprs9,S. Mthethwa,15,1,84.9,53.2,0.0,0.0111767863854765,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Sandile Mthethwa
First Half,38,0,3h24c98s4onmmac27vdvsjaxg,K. Sebelebele,16,1,86.1,45.6,0.5234311819076538,0.4310937225818634,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,TS Galaxy,Goal,AmaZulu FC,2024/25,Premier Soccer League,Kamogelo Sebelebele
First Half,41,10,3h24c98s4onmmac27vdvsjaxg,K. Sebelebele,15,1,88.0,58.9,0.0,0.0782079249620437,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,TS Galaxy,Saved,AmaZulu FC,2024/25,Premier Soccer League,Kamogelo Sebelebele
First Half,43,47,3aii421u9weon4qinauzcprs9,S. Mthethwa,15,1,92.6,43.2,0.0,0.3240368366241455,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Sandile Mthethwa
First Half,43,50,9wprncwg9o26sf22terywepuy,E. Kambindu,16,1,96.5,51.3,0.239946573972702,0.3951321542263031,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Goal,TS Galaxy,2024/25,Premier Soccer League,Elmo Kambindu
First Half,43,49,9wprncwg9o26sf22terywepuy,E. Kambindu,15,1,96.2,49.5,0.2191331088542938,0.3189508318901062,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Elmo Kambindu
Second Half,51,25,343hpynl1906zsmrj9q294bmd,K. Dolly,15,1,81.5,65.8,0.0,0.0238961242139339,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,TS Galaxy,Saved,AmaZulu FC,2024/25,Premier Soccer League,Keagan Dolly
Second Half,52,17,8f44k9y7y59r3biuv37r4134k,T. Moremi,13,1,72.6,30.5,0.0,0.0172633789479732,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Miss,TS Galaxy,2024/25,Premier Soccer League,Tshepang Moremi
Second Half,64,1,9wprncwg9o26sf22terywepuy,E. Kambindu,15,1,79.9,57.7,0.0,0.0587202869355678,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Elmo Kambindu
Second Half,65,40,2niuwt6luhgjf3ulye5ipc8b8,N. Radebe,15,1,88.1,29.7,0.1635873317718505,0.0370107218623161,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Nkosikhona Radebe
Second Half,66,17,315d3i044rg1y9r4ctewu0e8k,E. Ighodaro,15,1,91.0,48.8,0.0,0.0445049814879894,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Etiosa Ighodaro
Second Half,72,30,4fnc170mku4aevsyp73g78us5,B. Motshwari,15,1,74.1,57.0,0.0,0.0325118638575077,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Ben Motshwari
Second Half,76,52,2niuwt6luhgjf3ulye5ipc8b8,N. Radebe,13,1,71.3,25.4,0.0,0.0153537159785628,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Miss,TS Galaxy,2024/25,Premier Soccer League,Nkosikhona Radebe
Second Half,81,17,8f44k9y7y59r3biuv37r4134k,T. Moremi,15,1,81.1,48.1,0.0,0.0445740334689617,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Tshepang Moremi
Second Half,88,55,9wprncwg9o26sf22terywepuy,E. Kambindu,13,1,88.9,49.1,0.0,0.048305656760931,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Miss,TS Galaxy,2024/25,Premier Soccer League,Elmo Kambindu
Second Half,89,43,614fvzxyvhnn08wn35nmmuad,M. Mvelase,13,1,92.1,40.3,0.0,0.4738362431526184,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,TS Galaxy,Miss,AmaZulu FC,2024/25,Premier Soccer League,Mpho Mvelase
Second Half,91,18,30aegyjbxp830puh726arudw5,T. Fielies,13,1,74.4,44.0,0.0,0.0264775604009628,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Miss,TS Galaxy,2024/25,Premier Soccer League,Taariq Fielies
Second Half,93,53,8f44k9y7y59r3biuv37r4134k,T. Moremi,15,1,81.6,45.2,0.2326492220163345,0.0756162479519844,AmaZulu FC vs TS Galaxy - 1:2,2025-03-14,AmaZulu FC,Saved,TS Galaxy,2024/25,Premier Soccer League,Tshepang Moremi
First Half,2,35,e1avnpu8xuxlo0ys7fbmv6ju1,Darwin González,15,1,80.0,37.6,0.0,0.0287245213985443,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Cape Town City FC,Saved,Marumo Gallants,2024/25,Premier Soccer League,Darwin González
First Half,6,5,csatemwy3knruyrig5e2zixg5,G. Mhango,16,1,92.1,46.6,0.2942326664924621,0.3478766083717346,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Marumo Gallants,Goal,Cape Town City FC,2024/25,Premier Soccer League,Gabadinho Mhango
First Half,8,37,c4ddl4t8ic9c24gm7cemoror8,T. Goedeman,13,1,86.7,45.4,0.0,0.0790032893419265,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Cape Town City FC,Miss,Marumo Gallants,2024/25,Premier Soccer League,Taahir Goedeman
First Half,10,39,4av68w3ljl5c3yxexh91p51xw,J. Rhodes,15,1,91.9,33.9,0.1401047855615615,0.1621916443109512,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Cape Town City FC,Saved,Marumo Gallants,2024/25,Premier Soccer League,Jaedin Rhodes
First Half,15,21,am77mlg7szwi4xcfg7kz06a51,S. Sithole,15,1,85.5,49.5,0.0,0.0333554856479167,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Marumo Gallants,Saved,Cape Town City FC,2024/25,Premier Soccer League,Sekela Sithole
First Half,15,22,am77mlg7szwi4xcfg7kz06a51,S. Sithole,13,1,88.4,57.3,0.0,0.1209790483117103,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Marumo Gallants,Miss,Cape Town City FC,2024/25,Premier Soccer League,Sekela Sithole
First Half,20,0,43zbvte8np154iq07qypnt785,A. Soukouna,13,1,77.0,50.4,0.0,0.0231472253799438,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Cape Town City FC,Miss,Marumo Gallants,2024/25,Premier Soccer League,Amadou Soukouna
First Half,34,21,5w99ryugofmzweglyrfo6kq2,N. Idumba,15,1,89.5,49.9,0.0,0.0275411885231733,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Cape Town City FC,Saved,Marumo Gallants,2024/25,Premier Soccer League,Nathan Fasika
First Half,34,22,3sl1oeqibvmsg42a43kk48a,A. Petrus,15,1,93.8,45.1,0.2573182284832001,0.1589016765356063,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Cape Town City FC,Saved,Marumo Gallants,2024/25,Premier Soccer League,Aprocius Petrus
First Half,42,9,55vfe4npm8za5ni7d1y4ruezu,J. Zindoga,13,1,79.6,67.7,0.0,0.0373601503670215,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Marumo Gallants,Miss,Cape Town City FC,2024/25,Premier Soccer League,Junior Zindoga
First Half,43,51,csatemwy3knruyrig5e2zixg5,G. Mhango,15,1,93.7,65.4,0.0,0.0505411177873611,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Marumo Gallants,Saved,Cape Town City FC,2024/25,Premier Soccer League,Gabadinho Mhango
First Half,45,0,43zbvte8np154iq07qypnt785,A. Soukouna,15,1,86.0,46.9,0.2081850171089172,0.1447534561157226,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Cape Town City FC,Saved,Marumo Gallants,2024/25,Premier Soccer League,Amadou Soukouna
Second Half,54,34,e1avnpu8xuxlo0ys7fbmv6ju1,Darwin González,13,1,87.5,27.8,0.0,0.0345770046114921,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Cape Town City FC,Miss,Marumo Gallants,2024/25,Premier Soccer League,Darwin González
Second Half,65,4,5w99ryugofmzweglyrfo6kq2,N. Idumba,15,1,90.1,53.0,0.0,0.0387451127171516,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Cape Town City FC,Saved,Marumo Gallants,2024/25,Premier Soccer League,Nathan Fasika
Second Half,68,25,csatemwy3knruyrig5e2zixg5,G. Mhango,13,1,62.9,63.0,0.0,0.0272305067628622,Cape Town City FC vs Marumo Gallants - 0:1,2025-03-15,Marumo Gallants,Miss,Cape Town City FC,2024/25,Premier Soccer League,Gabadinho Mhango
First Half,19,6,30ow0krda8s9p0l34p1qfzmz8,S. Cele,15,1,94.1,16.8,0.0,0.0661017447710037,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Golden Arrows,Saved,Magesi FC,2024/25,Premier Soccer League,Sbonelo Cele
First Half,20,52,30ow0krda8s9p0l34p1qfzmz8,S. Cele,13,1,79.7,25.3,0.0,0.077922336757183,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Golden Arrows,Miss,Magesi FC,2024/25,Premier Soccer League,Sbonelo Cele
First Half,23,39,ofjwonxr2qbe6o1kkdq662y2,A. Van Rooi,15,1,89.3,63.0,0.0,0.0450663529336452,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Golden Arrows,Saved,Magesi FC,2024/25,Premier Soccer League,Angelo Van Rooi
First Half,24,40,4bh1iqhcri5wg5oyjucswbvv8,D. Abrahams,13,1,77.8,42.5,0.0,0.0434127077460289,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Magesi FC,Miss,Golden Arrows,2024/25,Premier Soccer League,Delano Abrahams
First Half,26,2,4ri145meqmd5cv2vl2hwlu7f8,L. Mokone,16,1,98.8,48.3,0.4759543538093567,0.0110962027683854,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Magesi FC,Goal,Golden Arrows,2024/25,Premier Soccer League,Lehlegonolo Mokone
First Half,30,39,ofjwonxr2qbe6o1kkdq662y2,A. Van Rooi,15,1,72.6,41.3,0.0,0.0459229834377765,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Golden Arrows,Saved,Magesi FC,2024/25,Premier Soccer League,Angelo Van Rooi
First Half,32,24,dv2mbx1wo4wmz7yk9k6sis0a2,T. Masegela,15,1,92.2,47.9,0.0162080861628055,0.0035695419646799,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Magesi FC,Saved,Golden Arrows,2024/25,Premier Soccer League,Tholang Masegela
First Half,41,21,axuaev3p18fpm7tzi6giy8xlg,K. Rademeyer,15,1,72.2,50.9,0.0,0.0609233565628528,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Magesi FC,Saved,Golden Arrows,2024/25,Premier Soccer League,Kayden Rademeyer
First Half,44,34,bvqbum96f97zk4pmodn2ayfpw,B. Baloyi,13,1,87.5,74.0,0.0,0.0724664628505706,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Magesi FC,Miss,Golden Arrows,2024/25,Premier Soccer League,Bafedile Baloyi
Second Half,68,10,7jrrutxah3yaan2txplynkqju,M. Vandala,15,1,74.9,29.3,0.0,0.0153360869735479,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Magesi FC,Saved,Golden Arrows,2024/25,Premier Soccer League,Mcedi Vandala
Second Half,72,48,7sp3nrducmzl11vqlp34tomqc,S. Gumbi,13,1,82.1,61.7,0.0,0.0415174476802349,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Golden Arrows,Miss,Magesi FC,2024/25,Premier Soccer League,Sazi Gumbi
Second Half,92,26,c0vzlp307ype7k7dd66vdjn4l,G. Shitolo,13,1,79.6,32.7,0.0,0.0106238946318626,Magesi FC vs Golden Arrows - 1:0,2025-03-15,Golden Arrows,Miss,Magesi FC,2024/25,Premier Soccer League,Gladwin Shitolo
First Half,10,37,6bruucs13w97ahl91ptmrue50,B. Dlamini,15,1,68.2,69.7,0.0,0.015561293810606,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Saved,Chippa United,2024/25,Premier Soccer League,Bonginkosi Dlamini
First Half,17,40,96e5wpafvdfx8a10ts85cka95,J. Chabalala,13,1,89.5,59.3,0.0,0.0607940927147865,Chippa United vs Polokwane City - 2:0,2025-03-15,Chippa United,Miss,Polokwane City,2024/25,Premier Soccer League,Justice Chabalala
First Half,20,21,6bruucs13w97ahl91ptmrue50,B. Dlamini,13,1,73.7,70.7,0.0,0.0142494793981313,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Bonginkosi Dlamini
First Half,25,19,2dgoz8o1zpmhw8n7a4jyniql0,B. Nikani,13,1,91.7,40.9,0.0,0.03784616664052,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Bulelani Nikani
First Half,33,47,bgus835fleaiz07n3m8icaiy2,O. Appollis,13,1,71.3,51.3,0.0,0.0351113751530647,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Oswin Appollis
First Half,35,38,5z0wixobrtfh429zonapsxe6s,S. Kwayiba,13,1,95.5,41.7,0.0,0.1541539281606674,Chippa United vs Polokwane City - 2:0,2025-03-15,Chippa United,Miss,Polokwane City,2024/25,Premier Soccer League,Sinoxolo Kwayiba
First Half,39,45,22gshx5kej5xxmztafpq5kpg,T. Letshedi,15,1,69.7,67.7,0.0543481037020683,0.0150943826884031,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Saved,Chippa United,2024/25,Premier Soccer League,Thato Letshedi
First Half,40,14,25dtv8yjdc0c6a0qooqr721as,S. Makhubela,13,1,73.5,26.0,0.0,0.0127525581046938,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Sinhle Makhubela
First Half,43,46,e2nr888y3wkl0vzfpxs03xpzp,T. Makhele,13,1,87.2,64.4,0.0,0.0707525536417961,Chippa United vs Polokwane City - 2:0,2025-03-15,Chippa United,Miss,Polokwane City,2024/25,Premier Soccer League,Thabo Makhele
First Half,46,26,e9ezf1dpz5b5xoqgkr8q44lbd,Manuel Kambala,15,1,84.3,48.3,0.0,0.0521960072219371,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Saved,Chippa United,2024/25,Premier Soccer League,Manuel Kambala
Second Half,48,56,tzl0uvwi26jv5u7sjsx9lqfo,A. Ntsabo,16,1,70.0,15.0,0.2341391146183014,0.0352214910089969,Chippa United vs Polokwane City - 2:0,2025-03-15,Chippa United,Goal,Polokwane City,2024/25,Premier Soccer League,Azola Ntsabo
Second Half,58,1,do5ahoakm2bi5rowrwybar0fd,L. Ndlovu,15,1,72.2,52.8,0.0,0.0164724551141262,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Saved,Chippa United,2024/25,Premier Soccer League,Langelihle Ndlovu
Second Half,59,18,2dgoz8o1zpmhw8n7a4jyniql0,B. Nikani,15,1,92.9,47.2,0.1132039204239845,0.1047934144735336,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Saved,Chippa United,2024/25,Premier Soccer League,Bulelani Nikani
Second Half,63,18,6bruucs13w97ahl91ptmrue50,B. Dlamini,13,1,87.5,48.7,0.0,0.0348372347652912,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Bonginkosi Dlamini
Second Half,79,49,24czl7uxmsvc8vnr89kwe6z9w,G. Philander,13,1,85.2,49.7,0.0,0.1159941256046295,Chippa United vs Polokwane City - 2:0,2025-03-15,Chippa United,Miss,Polokwane City,2024/25,Premier Soccer League,Giovanni Philander
Second Half,80,21,e9ezf1dpz5b5xoqgkr8q44lbd,Manuel Kambala,13,1,73.4,47.0,0.0,0.013967907987535,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Manuel Kambala
Second Half,82,4,3gdmkbf47mjc1u0g1x1bzlcoa,C. Martin,13,1,65.6,39.1,0.0,0.020583763718605,Chippa United vs Polokwane City - 2:0,2025-03-15,Chippa United,Miss,Polokwane City,2024/25,Premier Soccer League,Craig Martin
Second Half,84,54,bgus835fleaiz07n3m8icaiy2,O. Appollis,15,1,83.1,63.8,0.0,0.0284157674759626,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Saved,Chippa United,2024/25,Premier Soccer League,Oswin Appollis
Second Half,84,56,en5ggaxj18vsa2oitfdoovnu2,N. Maphangule,13,1,91.8,56.4,0.0,0.1942227929830551,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Ndamulelo Maphangule
Second Half,85,44,9tepbpzs0x4w4dfozrh6o15ka,B. Bwire,16,1,1.1,48.1,0.0,0.0,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Goal,Chippa United,2024/25,Premier Soccer League,Brian Bwire
Second Half,90,50,e9ezf1dpz5b5xoqgkr8q44lbd,Manuel Kambala,13,1,71.0,52.1,0.0,0.0199852176010608,Chippa United vs Polokwane City - 2:0,2025-03-15,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Manuel Kambala
First Half,3,14,cvj94urofvi1bsumwo717h9n8,R. Mofokeng,16,1,92.0,46.8,0.8055515885353088,0.7517663836479187,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Orlando Pirates,Goal,Mamelodi Sundowns,2024/25,Premier Soccer League,Relebohile Mofokeng
First Half,4,49,cvj94urofvi1bsumwo717h9n8,R. Mofokeng,16,1,85.5,56.6,0.844058096408844,0.1261052638292312,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Orlando Pirates,Goal,Mamelodi Sundowns,2024/25,Premier Soccer League,Relebohile Mofokeng
First Half,8,58,cvj94urofvi1bsumwo717h9n8,R. Mofokeng,15,1,79.4,68.9,0.0,0.0118456557393074,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Orlando Pirates,Saved,Mamelodi Sundowns,2024/25,Premier Soccer League,Relebohile Mofokeng
First Half,14,24,aozjar4nxm7wzvy1m3l2dxyax,T. Mokoena,15,1,82.2,24.2,0.0,0.0438283570110797,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Saved,Orlando Pirates,2024/25,Premier Soccer League,Teboho Mokoena
First Half,19,19,7wlwd9yo0z03djo89wilufmne,Lucas Ribeiro Costa,15,1,73.7,50.5,0.0,0.0236870162189006,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Saved,Orlando Pirates,2024/25,Premier Soccer League,Lucas Ribeiro Costa
First Half,20,44,bqjuewn9bilvefsqj6dyj1711,G. Kekana,15,1,94.6,55.8,0.0,0.1102806404232978,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Saved,Orlando Pirates,2024/25,Premier Soccer League,Gomolemo Kekana
First Half,26,6,7wlwd9yo0z03djo89wilufmne,Lucas Ribeiro Costa,15,1,91.7,49.0,0.0,0.0762214660644531,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Saved,Orlando Pirates,2024/25,Premier Soccer League,Lucas Ribeiro Costa
First Half,31,14,7wlwd9yo0z03djo89wilufmne,Lucas Ribeiro Costa,13,1,75.6,39.3,0.0,0.0599794648587703,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Miss,Orlando Pirates,2024/25,Premier Soccer League,Lucas Ribeiro Costa
First Half,32,1,2yy92k3mijydne7x62l14x5ka,T. Mbatha,13,1,74.7,42.3,0.0,0.0245405696332454,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Orlando Pirates,Miss,Mamelodi Sundowns,2024/25,Premier Soccer League,Thalente Mbatha
First Half,33,35,a9lalorl33ibbgidqxn09n8ph,D. Hotto,15,1,92.6,69.9,0.1409148871898651,0.0435363426804542,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Orlando Pirates,Saved,Mamelodi Sundowns,2024/25,Premier Soccer League,Deon Hotto
First Half,35,13,cvj94urofvi1bsumwo717h9n8,R. Mofokeng,15,1,83.6,31.5,0.275415688753128,0.091588594019413,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Orlando Pirates,Saved,Mamelodi Sundowns,2024/25,Premier Soccer League,Relebohile Mofokeng
First Half,39,7,7wlwd9yo0z03djo89wilufmne,Lucas Ribeiro Costa,15,1,83.4,50.5,0.0,0.0894956067204475,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Saved,Orlando Pirates,2024/25,Premier Soccer League,Lucas Ribeiro Costa
First Half,40,2,brv7bpht4im2usg2g1wyihbzd,P. Shalulile,13,1,90.2,49.9,0.0,0.041724681854248,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Miss,Orlando Pirates,2024/25,Premier Soccer League,Peter Shalulile
First Half,42,32,cvj94urofvi1bsumwo717h9n8,R. Mofokeng,15,1,87.7,43.4,0.0807229802012443,0.1673012673854828,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Orlando Pirates,Saved,Mamelodi Sundowns,2024/25,Premier Soccer League,Relebohile Mofokeng
First Half,42,52,brv7bpht4im2usg2g1wyihbzd,P. Shalulile,13,1,92.0,58.3,0.0,0.2194347828626632,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Miss,Orlando Pirates,2024/25,Premier Soccer League,Peter Shalulile
First Half,45,57,c23ryzsrkt28f7esqxe8dv9wp,A. Modiba,15,1,72.2,73.8,0.0,0.0109316548332571,Orlando Pirates vs Mamelodi Sundowns - 2:1,2025-03-16,Mamelodi Sundowns,Saved,Orlando Pirates,2024/25,Premier Soccer League,Aubrey Modiba
